"...1","order.id","order.line","order.date","customer.id","product.id","quantity"
"363",47,6,2011-03-03,10,67,1
"364",47,7,2011-03-03,10,93,1
"365",47,8,2011-03-03,10,75,1
"366",47,9,2011-03-03,10,84,1
"367",47,10,2011-03-03,10,35,1
"368",47,11,2011-03-03,10,86,1
"369",47,12,2011-03-03,10,52,1
"370",47,13,2011-03-03,10,91,3
"371",48,1,2011-03-03,30,76,1
"372",48,2,2011-03-03,30,47,1
"373",48,3,2011-03-03,30,51,1
"374",48,4,2011-03-03,30,50,1
"375",48,5,2011-03-03,30,48,1
"376",48,6,2011-03-03,30,59,1
"377",48,7,2011-03-03,30,21,1
"378",48,8,2011-03-03,30,74,1
"379",48,9,2011-03-03,30,39,1
"380",48,10,2011-03-03,30,62,1
"381",48,11,2011-03-03,30,23,1
"382",48,12,2011-03-03,30,52,1
"383",48,13,2011-03-03,30,4,1
"384",48,14,2011-03-03,30,77,1
"385",48,15,2011-03-03,30,26,1
"386",48,16,2011-03-03,30,1,1
"387",48,17,2011-03-03,30,12,1
"388",48,18,2011-03-03,30,90,1
"389",48,19,2011-03-03,30,54,4
"390",49,1,2011-03-08,11,7,1
"391",50,1,2011-03-09,10,52,1
"392",50,2,2011-03-09,10,97,1
"393",51,1,2011-03-10,10,7,3
"394",51,2,2011-03-10,10,96,1
"395",52,1,2011-03-10,13,46,1
"396",53,1,2011-03-10,17,19,1
"397",54,1,2011-03-11,7,65,1
"398",54,2,2011-03-11,7,11,1
"399",55,1,2011-03-11,13,37,1
"400",55,2,2011-03-11,13,29,1
"401",55,3,2011-03-11,13,13,1
"402",55,4,2011-03-11,13,93,1
"403",55,5,2011-03-11,13,27,1
"404",55,6,2011-03-11,13,44,1
"405",56,1,2011-03-15,11,30,1
"406",56,2,2011-03-15,11,54,1
"407",57,1,2011-03-15,17,3,1
"408",58,1,2011-03-16,20,72,2
"409",59,1,2011-03-18,17,39,2
"410",59,2,2011-03-18,17,9,1
"411",59,3,2011-03-18,17,82,1
"412",59,4,2011-03-18,17,58,1
"413",59,5,2011-03-18,17,34,1
"414",59,6,2011-03-18,17,59,2
"415",60,1,2011-03-21,9,60,1
"416",61,1,2011-03-22,5,40,3
"417",61,2,2011-03-22,5,67,1
"418",61,3,2011-03-22,5,12,1
"419",61,4,2011-03-22,5,13,1
"420",62,1,2011-03-22,5,51,1
"421",62,2,2011-03-22,5,40,2
"422",62,3,2011-03-22,5,8,1
"423",62,4,2011-03-22,5,58,1
"424",62,5,2011-03-22,5,27,2
"425",62,6,2011-03-22,5,38,1
"426",62,7,2011-03-22,5,36,1
"427",63,1,2011-03-22,25,76,1
"428",63,2,2011-03-22,25,35,7
"429",63,3,2011-03-22,25,13,1
"430",63,4,2011-03-22,25,44,1
"431",63,5,2011-03-22,25,1,2
"432",63,6,2011-03-22,25,79,1
"433",63,7,2011-03-22,25,32,1
"434",63,8,2011-03-22,25,16,1
"435",63,9,2011-03-22,25,24,1
"436",63,10,2011-03-22,25,15,4
"437",63,11,2011-03-22,25,29,1
"438",63,12,2011-03-22,25,45,3
"439",63,13,2011-03-22,25,23,1
"440",63,14,2011-03-22,25,89,2
"441",63,15,2011-03-22,25,26,1
"442",63,16,2011-03-22,25,20,1
"443",63,17,2011-03-22,25,9,1
"444",63,18,2011-03-22,25,70,1
"445",63,19,2011-03-22,25,4,1
"446",63,20,2011-03-22,25,43,1
"447",63,21,2011-03-22,25,6,1
"448",63,22,2011-03-22,25,38,1
"449",63,23,2011-03-22,25,36,1
"450",63,24,2011-03-22,25,37,1
"451",63,25,2011-03-22,25,2,1
"452",63,26,2011-03-22,25,5,1
"453",64,1,2011-03-23,15,32,1
"454",64,2,2011-03-23,15,89,1
"455",64,3,2011-03-23,15,45,1
"456",64,4,2011-03-23,15,84,1
"457",64,5,2011-03-23,15,15,2
"458",64,6,2011-03-23,15,90,1
"459",64,7,2011-03-23,15,95,1
"460",64,8,2011-03-23,15,43,1
"461",65,1,2011-03-23,28,23,1
"462",65,2,2011-03-23,28,61,2
"463",65,3,2011-03-23,28,26,1
"464",66,1,2011-03-23,6,78,2
"465",66,2,2011-03-23,6,48,1
"466",67,1,2011-03-24,10,19,2
"467",67,2,2011-03-24,10,91,1
"468",67,3,2011-03-24,10,75,1
"469",68,1,2011-03-25,16,82,1
"470",68,2,2011-03-25,16,75,1
"471",68,3,2011-03-25,16,15,1
"472",69,1,2011-03-28,19,10,1
"473",70,1,2011-03-28,1,74,1
"474",70,2,2011-03-28,1,72,1
"475",70,3,2011-03-28,1,27,1
"476",70,4,2011-03-28,1,59,7
"477",70,5,2011-03-28,1,91,1
"478",70,6,2011-03-28,1,93,1
"479",70,7,2011-03-28,1,60,1
"480",70,8,2011-03-28,1,62,1
"481",70,9,2011-03-28,1,83,1
"482",71,1,2011-03-31,8,92,1
"483",71,2,2011-03-31,8,51,7
"484",71,3,2011-03-31,8,73,1
"485",72,1,2011-04-01,1,4,1
"486",72,2,2011-04-01,1,39,1
"487",73,1,2011-04-05,9,95,1
"488",73,2,2011-04-05,9,29,3
"489",73,3,2011-04-05,9,40,1
"490",73,4,2011-04-05,9,76,1
"491",73,5,2011-04-05,9,20,8
"492",73,6,2011-04-05,9,71,1
"493",74,1,2011-04-05,28,60,1
"494",74,2,2011-04-05,28,42,1
"495",74,3,2011-04-05,28,26,1
"496",74,4,2011-04-05,28,67,1
"497",74,5,2011-04-05,28,83,1
"498",74,6,2011-04-05,28,28,1
"499",74,7,2011-04-05,28,39,7
"500",74,8,2011-04-05,28,85,1
"501",74,9,2011-04-05,28,61,1
"502",74,10,2011-04-05,28,65,1
"503",74,11,2011-04-05,28,59,1
"504",74,12,2011-04-05,28,17,1
"505",74,13,2011-04-05,28,68,1
"506",74,14,2011-04-05,28,55,1
"507",74,15,2011-04-05,28,27,1
"508",74,16,2011-04-05,28,18,1
"509",74,17,2011-04-05,28,3,1
"510",74,18,2011-04-05,28,11,1
"511",74,19,2011-04-05,28,7,1
"512",74,20,2011-04-05,28,25,1
"513",74,21,2011-04-05,28,44,1
"514",74,22,2011-04-05,28,14,1
"515",74,23,2011-04-05,28,54,3
"516",74,24,2011-04-05,28,43,1
"517",74,25,2011-04-05,28,24,1
"518",74,26,2011-04-05,28,31,1
"519",74,27,2011-04-05,28,30,1
"520",75,1,2011-04-06,5,6,4
"521",75,2,2011-04-06,5,13,1
"522",75,3,2011-04-06,5,61,1
"523",75,4,2011-04-06,5,24,1
"524",75,5,2011-04-06,5,7,1
"525",75,6,2011-04-06,5,2,1
"526",75,7,2011-04-06,5,18,1
"527",75,8,2011-04-06,5,63,1
"528",76,1,2011-04-06,8,82,3
"529",76,2,2011-04-06,8,15,1
"530",76,3,2011-04-06,8,70,1
"531",76,4,2011-04-06,8,87,1
"532",76,5,2011-04-06,8,55,1
"533",76,6,2011-04-06,8,7,1
"534",76,7,2011-04-06,8,72,2
"535",77,1,2011-04-06,10,72,1
"536",77,2,2011-04-06,10,31,1
"537",77,3,2011-04-06,10,20,1
"538",77,4,2011-04-06,10,33,1
"539",77,5,2011-04-06,10,30,2
"540",77,6,2011-04-06,10,75,2
"541",77,7,2011-04-06,10,41,1
"542",77,8,2011-04-06,10,42,1
"543",77,9,2011-04-06,10,83,1
"544",77,10,2011-04-06,10,70,2
"545",77,11,2011-04-06,10,9,2
"546",77,12,2011-04-06,10,23,2
"547",77,13,2011-04-06,10,91,1
"548",77,14,2011-04-06,10,89,1
"549",77,15,2011-04-06,10,97,1
"550",77,16,2011-04-06,10,77,1
"551",77,17,2011-04-06,10,48,1
"552",78,1,2011-04-07,8,14,2
"553",78,2,2011-04-07,8,10,1
"554",78,3,2011-04-07,8,53,4
"555",78,4,2011-04-07,8,15,1
"556",78,5,2011-04-07,8,20,2
"557",78,6,2011-04-07,8,93,1
"558",78,7,2011-04-07,8,50,1
"559",78,8,2011-04-07,8,92,1
"560",78,9,2011-04-07,8,79,1
"561",78,10,2011-04-07,8,97,2
"562",78,11,2011-04-07,8,37,1
"563",78,12,2011-04-07,8,47,1
"564",79,1,2011-04-07,22,91,2
"565",79,2,2011-04-07,22,17,2
"566",79,3,2011-04-07,22,4,1
"567",79,4,2011-04-07,22,1,2
"568",79,5,2011-04-07,22,26,1
"569",79,6,2011-04-07,22,19,1
"570",79,7,2011-04-07,22,31,3
"571",79,8,2011-04-07,22,22,1
"572",79,9,2011-04-07,22,80,1
"573",79,10,2011-04-07,22,2,1
"574",79,11,2011-04-07,22,34,1
"575",79,12,2011-04-07,22,44,1
"576",79,13,2011-04-07,22,30,1
"577",79,14,2011-04-07,22,65,1
"578",79,15,2011-04-07,22,35,1
"579",79,16,2011-04-07,22,38,1
"580",80,1,2011-04-08,21,17,1
"581",81,1,2011-04-11,17,38,1
"582",81,2,2011-04-11,17,74,1
"583",81,3,2011-04-11,17,62,1
"584",81,4,2011-04-11,17,13,1
"585",82,1,2011-04-12,11,10,1
"586",82,2,2011-04-12,11,29,2
"587",82,3,2011-04-12,11,40,1
"588",82,4,2011-04-12,11,35,2
"589",82,5,2011-04-12,11,31,1
"590",82,6,2011-04-12,11,56,4
"591",83,1,2011-04-12,11,77,1
"592",83,2,2011-04-12,11,91,1
"593",83,3,2011-04-12,11,88,1
"594",83,4,2011-04-12,11,38,1
"595",83,5,2011-04-12,11,36,3
"596",83,6,2011-04-12,11,18,2
"597",83,7,2011-04-12,11,45,1
"598",83,8,2011-04-12,11,16,1
"599",83,9,2011-04-12,11,47,1
"600",83,10,2011-04-12,11,51,1
"601",83,11,2011-04-12,11,33,1
"602",83,12,2011-04-12,11,89,1
"603",83,13,2011-04-12,11,66,1
"604",83,14,2011-04-12,11,81,1
"605",83,15,2011-04-12,11,8,1
"606",83,16,2011-04-12,11,93,2
"607",83,17,2011-04-12,11,34,1
"608",83,18,2011-04-12,11,86,1
"609",83,19,2011-04-12,11,59,1
"610",83,20,2011-04-12,11,52,1
"611",83,21,2011-04-12,11,76,2
"612",83,22,2011-04-12,11,83,1
"613",84,1,2011-04-12,27,62,1
"614",84,2,2011-04-12,27,17,2
"615",84,3,2011-04-12,27,47,1
"616",84,4,2011-04-12,27,60,1
"617",84,5,2011-04-12,27,9,1
"618",84,6,2011-04-12,27,42,1
"619",84,7,2011-04-12,27,10,1
"620",84,8,2011-04-12,27,8,1
"621",84,9,2011-04-12,27,46,1
"622",84,10,2011-04-12,27,71,1
"623",84,11,2011-04-12,27,28,1
"624",84,12,2011-04-12,27,1,1
"625",84,13,2011-04-12,27,23,1
"626",84,14,2011-04-12,27,83,2
"627",84,15,2011-04-12,27,14,1
"628",84,16,2011-04-12,27,94,2
"629",84,17,2011-04-12,27,93,1
"630",84,18,2011-04-12,27,16,1
"631",84,19,2011-04-12,27,29,1
"632",84,20,2011-04-12,27,19,1
"633",84,21,2011-04-12,27,90,1
"634",84,22,2011-04-12,27,37,1
"635",84,23,2011-04-12,27,95,1
"636",84,24,2011-04-12,27,69,1
"637",84,25,2011-04-12,27,54,1
"638",84,26,2011-04-12,27,84,2
"639",84,27,2011-04-12,27,58,1
"640",84,28,2011-04-12,27,5,1
"641",85,1,2011-04-12,10,59,1
"642",86,1,2011-04-13,21,54,2
"643",86,2,2011-04-13,21,36,1
"644",86,3,2011-04-13,21,76,1
"645",86,4,2011-04-13,21,29,1
"646",86,5,2011-04-13,21,21,1
"647",86,6,2011-04-13,21,80,1
"648",87,1,2011-04-13,16,14,1
"649",87,2,2011-04-13,16,80,1
"650",87,3,2011-04-13,16,78,1
"651",87,4,2011-04-13,16,6,6
"652",87,5,2011-04-13,16,65,1
"653",87,6,2011-04-13,16,90,1
"654",87,7,2011-04-13,16,9,1
"655",87,8,2011-04-13,16,31,2
"656",87,9,2011-04-13,16,67,1
"657",87,10,2011-04-13,16,35,1
"658",87,11,2011-04-13,16,92,1
"659",88,1,2011-04-13,13,14,1
"660",89,1,2011-04-14,10,79,1
"661",89,2,2011-04-14,10,18,1
"662",90,1,2011-04-14,10,85,1
"663",90,2,2011-04-14,10,19,2
"664",90,3,2011-04-14,10,97,2
"665",90,4,2011-04-14,10,33,1
"666",90,5,2011-04-14,10,76,1
"667",90,6,2011-04-14,10,69,1
"668",90,7,2011-04-14,10,94,1
"669",90,8,2011-04-14,10,93,1
"670",90,9,2011-04-14,10,7,2
"671",90,10,2011-04-14,10,59,1
"672",90,11,2011-04-14,10,66,1
"673",91,1,2011-04-14,22,20,1
"674",91,2,2011-04-14,22,14,1
"675",91,3,2011-04-14,22,7,1
"676",91,4,2011-04-14,22,6,1
"677",91,5,2011-04-14,22,65,1
"678",91,6,2011-04-14,22,28,1
"679",91,7,2011-04-14,22,74,1
"680",91,8,2011-04-14,22,33,1
"681",91,9,2011-04-14,22,46,3
"682",91,10,2011-04-14,22,1,1
"683",91,11,2011-04-14,22,55,1
"684",91,12,2011-04-14,22,13,6
"685",91,13,2011-04-14,22,43,1
"686",91,14,2011-04-14,22,41,1
"687",91,15,2011-04-14,22,10,1
"688",91,16,2011-04-14,22,84,1
"689",91,17,2011-04-14,22,18,1
"690",91,18,2011-04-14,22,79,1
"691",91,19,2011-04-14,22,39,2
"692",91,20,2011-04-14,22,37,6
"693",91,21,2011-04-14,22,31,1
"694",92,1,2011-04-14,30,74,1
"695",93,1,2011-04-14,6,24,1
"696",93,2,2011-04-14,6,5,1
"697",94,1,2011-04-15,8,9,2
